"City,""colYear"",""colMonth"",""prom_arribades"""
"Dallas-Fort Worth,""1994"",""1"",""-4.0000"""
"Dallas-Fort Worth,""1994"",""3"",""0.0000"""
"Dallas-Fort Worth,""1994"",""4"",""-12.0000"""
"Dallas-Fort Worth,""1994"",""9"",""4.0000"""
"Dallas-Fort Worth,""1994"",""10"",""-15.0000"""
"Dallas-Fort Worth,""1994"",""12"",""12.0000"""
"Dallas-Fort Worth,""1995"",""1"",""-3.0000"""
"Dallas-Fort Worth,""1995"",""3"",""29.0000"""
"Dallas-Fort Worth,""1995"",""4"",""-7.0000"""
"Dallas-Fort Worth,""1995"",""5"",""7.0000"""
"Dallas-Fort Worth,""1995"",""6"",""68.0000"""
"Dallas-Fort Worth,""1995"",""7"",""0.0000"""
"Dallas-Fort Worth,""1995"",""8"",""4.0000"""
"Dallas-Fort Worth,""1995"",""12"",""-8.0000"""
"Dallas-Fort Worth,""1996"",""3"",""16.0000"""
"Dallas-Fort Worth,""1996"",""4"",""-7.0000"""
"Dallas-Fort Worth,""1996"",""6"",""3.0000"""
"Dallas-Fort Worth,""1996"",""7"",""-5.0000"""
"Dallas-Fort Worth,""1996"",""8"",""0.5000"""
"Dallas-Fort Worth,""1996"",""9"",""10.0000"""
"Dallas-Fort Worth,""1996"",""10"",""0.5000"""
"Dallas-Fort Worth,""1996"",""11"",""43.0000"""
"Dallas-Fort Worth,""1996"",""12"",""3.0000"""
"Dallas-Fort Worth,""1997"",""1"",""52.0000"""
"Dallas-Fort Worth,""1997"",""3"",""23.0000"""
"Dallas-Fort Worth,""1997"",""5"",""-19.0000"""
"Dallas-Fort Worth,""1997"",""8"",""-2.0000"""
"Dallas-Fort Worth,""1997"",""11"",""11.0000"""
"Dallas-Fort Worth,""1997"",""12"",""1.5000"""
"Dallas-Fort Worth,""1998"",""1"",""-20.0000"""
"Dallas-Fort Worth,""1998"",""2"",""-10.0000"""
"Dallas-Fort Worth,""1998"",""3"",""-9.0000"""
"Dallas-Fort Worth,""1998"",""6"",""23.0000"""
"Dallas-Fort Worth,""1998"",""8"",""7.0000"""
"Dallas-Fort Worth,""1998"",""10"",""-14.5000"""
"Dallas-Fort Worth,""1998"",""11"",""-6.0000"""
"Dallas-Fort Worth,""1999"",""2"",""-11.0000"""
"Dallas-Fort Worth,""1999"",""5"",""-22.0000"""
"Dallas-Fort Worth,""1999"",""7"",""1.0000"""
"Dallas-Fort Worth,""1999"",""12"",""-7.0000"""
"Dallas-Fort Worth,""2000"",""4"",""34.5000"""
"Dallas-Fort Worth,""2000"",""5"",""-1.0000"""
"Dallas-Fort Worth,""2000"",""6"",""-6.0000"""
"Dallas-Fort Worth,""2000"",""7"",""5.0000"""
"Dallas-Fort Worth,""2000"",""8"",""25.0000"""
"Dallas-Fort Worth,""2000"",""10"",""-4.5000"""
"Dallas-Fort Worth,""2000"",""12"",""6.0000"""
"Dallas-Fort Worth,""2001"",""3"",""39.0000"""
"Dallas-Fort Worth,""2001"",""4"",""28.0000"""
"Dallas-Fort Worth,""2001"",""5"",""12.0000"""
"Dallas-Fort Worth,""2001"",""8"",""21.5000"""
"Dallas-Fort Worth,""2001"",""10"",""-11.0000"""
"Dallas-Fort Worth,""2001"",""11"",""-10.0000"""
"Dallas-Fort Worth,""2002"",""2"",""-20.0000"""
"Dallas-Fort Worth,""2002"",""3"",""4.5000"""
"Dallas-Fort Worth,""2002"",""4"",""-12.0000"""
"Dallas-Fort Worth,""2002"",""5"",""-8.5000"""
"Dallas-Fort Worth,""2002"",""6"",""16.0000"""
"Dallas-Fort Worth,""2002"",""7"",""-8.0000"""
"Dallas-Fort Worth,""2002"",""9"",""-12.5000"""
"Dallas-Fort Worth,""2002"",""10"",""-5.0000"""
"Dallas-Fort Worth,""2002"",""12"",""-16.5000"""
"Dallas-Fort Worth,""2003"",""1"",""5.6667"""
"Dallas-Fort Worth,""2003"",""2"",""-6.0000"""
"Dallas-Fort Worth,""2003"",""3"",""-23.0000"""
"Dallas-Fort Worth,""2003"",""4"",""91.0000"""
"Dallas-Fort Worth,""2003"",""5"",""-2.0000"""
"Dallas-Fort Worth,""2003"",""6"",""17.0000"""
"Dallas-Fort Worth,""2003"",""7"",""2.0000"""
"Dallas-Fort Worth,""2003"",""8"",""10.0000"""
"Dallas-Fort Worth,""2003"",""9"",""-9.0000"""
"Dallas-Fort Worth,""2003"",""11"",""-9.0000"""
"Dallas-Fort Worth,""2004"",""1"",""-4.0000"""
"Dallas-Fort Worth,""2004"",""2"",""-1.5000"""
"Dallas-Fort Worth,""2004"",""3"",""-6.0000"""
"Dallas-Fort Worth,""2004"",""4"",""0.6667"""
"Dallas-Fort Worth,""2004"",""5"",""-3.5000"""
"Dallas-Fort Worth,""2004"",""6"",""6.5000"""
"Dallas-Fort Worth,""2004"",""7"",""-8.0000"""
"Dallas-Fort Worth,""2004"",""8"",""-9.0000"""
"Dallas-Fort Worth,""2004"",""10"",""-14.0000"""
"Dallas-Fort Worth,""2004"",""11"",""-36.0000"""
"Dallas-Fort Worth,""2004"",""12"",""12.3333"""
"Dallas-Fort Worth,""2005"",""1"",""88.0000"""
"Dallas-Fort Worth,""2005"",""2"",""6.5000"""
"Dallas-Fort Worth,""2005"",""3"",""-9.0000"""
"Dallas-Fort Worth,""2005"",""4"",""7.0000"""
"Dallas-Fort Worth,""2005"",""5"",""7.0000"""
"Dallas-Fort Worth,""2005"",""6"",""-8.3333"""
"Dallas-Fort Worth,""2005"",""7"",""-9.0000"""
"Dallas-Fort Worth,""2005"",""8"",""-2.0000"""
"Dallas-Fort Worth,""2005"",""9"",""-2.0000"""
"Dallas-Fort Worth,""2005"",""10"",""-3.0000"""
"Dallas-Fort Worth,""2005"",""11"",""47.0000"""
"Dallas-Fort Worth,""2005"",""12"",""0.0000"""
"Dallas-Fort Worth,""2006"",""5"",""9.0000"""
"Dallas-Fort Worth,""2006"",""6"",""4.3333"""
"Dallas-Fort Worth,""2006"",""9"",""-39.0000"""
"Dallas-Fort Worth,""2006"",""10"",""9.0000"""
"Dallas-Fort Worth,""2006"",""12"",""5.5000"""
"Dallas-Fort Worth,""2007"",""1"",""-27.0000"""
"Dallas-Fort Worth,""2007"",""2"",""59.0000"""
"Dallas-Fort Worth,""2007"",""3"",""17.0000"""
"Dallas-Fort Worth,""2007"",""4"",""163.0000"""
"Dallas-Fort Worth,""2007"",""5"",""-15.0000"""
"Dallas-Fort Worth,""2007"",""7"",""1.0000"""
"Dallas-Fort Worth,""2007"",""8"",""53.0000"""
"Dallas-Fort Worth,""2007"",""10"",""-7.0000"""
"Dallas-Fort Worth,""2007"",""11"",""-25.0000"""
"Dallas-Fort Worth,""2007"",""12"",""-7.5000"""
"Dallas-Fort Worth,""2008"",""2"",""-1.0000"""
"Dallas-Fort Worth,""2008"",""3"",""-10.0000"""
"Dallas-Fort Worth,""2008"",""4"",""3.0000"""
"Dallas-Fort Worth,""2008"",""8"",""-7.0000"""
"Dallas-Fort Worth,""2008"",""9"",""4.0000"""
"Dallas-Fort Worth,""2008"",""10"",""-5.0000"""
"Dallas-Fort Worth,""2008"",""11"",""-13.0000"""
"Dayton,""1988"",""1"",""265.0000"""
"Dayton,""1988"",""2"",""16.0000"""
"Dayton,""1988"",""8"",""-4.0000"""
"Dayton,""1988"",""10"",""17.0000"""
"Dayton,""1990"",""3"",""-8.0000"""
"Dayton,""1990"",""4"",""-12.0000"""
"Dayton,""1990"",""9"",""0.0000"""
"Dayton,""1991"",""4"",""-4.0000"""
"Dayton,""1994"",""8"",""16.0000"""
"Dayton,""2003"",""9"",""-8.0000"""
"Daytona Beach,""2005"",""9"",""24.0000"""
"Deadhorse,""1988"",""7"",""12.0000"""
"Deadhorse,""1996"",""4"",""6.0000"""
"Deadhorse,""2007"",""1"",""-23.0000"""
"Denver,""1987"",""10"",""-1.5000"""
"Denver,""1987"",""11"",""4.0000"""
"Denver,""1987"",""12"",""-1.0000"""
"Denver,""1988"",""6"",""6.0000"""
"Denver,""1988"",""7"",""-12.0000"""
"Denver,""1989"",""2"",""-7.5000"""
"Denver,""1989"",""4"",""11.0000"""
"Denver,""1989"",""5"",""-7.5000"""
"Denver,""1989"",""9"",""-4.0000"""
"Denver,""1990"",""1"",""-8.0000"""
"Denver,""1990"",""3"",""37.0000"""
"Denver,""1990"",""10"",""-10.0000"""
"Denver,""1991"",""2"",""-10.0000"""
"Denver,""1991"",""3"",""100.0000"""
"Denver,""1991"",""12"",""11.6667"""
"Denver,""1992"",""4"",""5.0000"""
"Denver,""1992"",""7"",""13.0000"""
"Denver,""1992"",""8"",""74.0000"""
"Denver,""1992"",""9"",""-4.0000"""
"Denver,""1992"",""10"",""8.0000"""
"Denver,""1992"",""12"",""4.5000"""
"Denver,""1993"",""3"",""-12.0000"""
"Denver,""1993"",""5"",""26.0000"""
"Denver,""1993"",""6"",""-22.0000"""
"Denver,""1993"",""7"",""-1.0000"""
"Denver,""1993"",""11"",""-2.0000"""
"Denver,""1994"",""3"",""3.0000"""
"Denver,""1994"",""4"",""5.0000"""
"Denver,""1994"",""5"",""2.0000"""
"Denver,""1994"",""7"",""7.0000"""
"Denver,""1994"",""12"",""30.5000"""
"Denver,""1995"",""8"",""-1.0000"""
"Denver,""1995"",""9"",""-7.0000"""
"Denver,""1996"",""3"",""-4.0000"""
"Denver,""1996"",""6"",""65.5000"""
"Denver,""1996"",""7"",""-17.0000"""
"Denver,""1996"",""8"",""23.0000"""
"Denver,""1996"",""10"",""2.0000"""
"Denver,""1997"",""1"",""-8.0000"""
"Denver,""1997"",""4"",""-2.0000"""
"Denver,""1997"",""8"",""-7.0000"""
"Denver,""1997"",""10"",""73.0000"""
"Denver,""1997"",""12"",""-1.0000"""
"Denver,""1998"",""1"",""-2.0000"""
"Denver,""1998"",""2"",""10.0000"""
"Denver,""1998"",""8"",""16.0000"""
"Denver,""1998"",""9"",""-8.0000"""
"Denver,""1998"",""11"",""-2.0000"""
"Denver,""1998"",""12"",""-5.0000"""
"Denver,""1999"",""1"",""0.0000"""
"Denver,""1999"",""6"",""-5.0000"""
"Denver,""1999"",""8"",""3.0000"""
"Denver,""1999"",""12"",""4.0000"""
"Denver,""2000"",""4"",""-17.0000"""
"Denver,""2000"",""7"",""0.0000"""
"Denver,""2000"",""9"",""2.0000"""
"Denver,""2000"",""10"",""-9.0000"""
"Denver,""2001"",""6"",""-9.0000"""
"Denver,""2001"",""7"",""-27.0000"""
"Denver,""2002"",""3"",""-7.0000"""
"Denver,""2002"",""4"",""35.0000"""
"Denver,""2002"",""5"",""15.0000"""
"Denver,""2002"",""7"",""-6.5000"""
"Denver,""2002"",""10"",""-2.0000"""
"Denver,""2003"",""6"",""-11.0000"""
"Denver,""2003"",""7"",""-12.0000"""
"Denver,""2003"",""9"",""-15.0000"""
"Denver,""2004"",""4"",""1.0000"""
"Denver,""2004"",""5"",""-7.0000"""
"Denver,""2004"",""6"",""-5.0000"""
"Denver,""2004"",""7"",""35.0000"""
"Denver,""2004"",""9"",""-10.0000"""
"Denver,""2004"",""10"",""-2.5000"""
"Denver,""2004"",""11"",""-18.0000"""
"Denver,""2004"",""12"",""5.0000"""
"Denver,""2005"",""7"",""-11.0000"""
"Denver,""2005"",""8"",""-10.0000"""
"Denver,""2005"",""10"",""-7.0000"""
"Denver,""2005"",""11"",""-6.0000"""
"Denver,""2005"",""12"",""55.0000"""
"Denver,""2006"",""1"",""7.0000"""
"Denver,""2006"",""2"",""-6.0000"""
"Denver,""2006"",""10"",""37.0000"""
"Denver,""2006"",""11"",""5.0000"""
"Denver,""2007"",""1"",""4.0000"""
"Denver,""2007"",""2"",""4.3333"""
"Denver,""2007"",""3"",""51.0000"""
"Denver,""2007"",""8"",""-6.0000"""
"Denver,""2007"",""11"",""0.0000"""
"Denver,""2008"",""1"",""-3.0000"""
"Denver,""2008"",""3"",""-14.0000"""
"Denver,""2008"",""4"",""-4.0000"""
"Denver,""2008"",""5"",""-5.0000"""
"Denver,""2008"",""8"",""-11.0000"""
"Denver,""2008"",""9"",""28.0000"""
"Denver,""2008"",""11"",""-1.0000"""
"Denver,""2008"",""12"",""38.0000"""
"Des Moines,""1993"",""10"",""10.0000"""
"Des Moines,""1994"",""5"",""-8.0000"""
"Des Moines,""1997"",""5"",""-7.0000"""
"Des Moines,""1997"",""10"",""-13.0000"""
"Des Moines,""1999"",""5"",""-12.0000"""
"Des Moines,""2008"",""7"",""2.0000"""
"Detroit,""1987"",""10"",""4.0000"""
"Detroit,""1988"",""1"",""5.0000"""
"Detroit,""1988"",""4"",""6.0000"""
"Detroit,""1988"",""5"",""24.0000"""
"Detroit,""1988"",""7"",""-7.0000"""
"Detroit,""1988"",""8"",""-3.0000"""
"Detroit,""1989"",""8"",""26.0000"""
"Detroit,""1989"",""9"",""22.0000"""
"Detroit,""1989"",""12"",""2.0000"""
"Detroit,""1990"",""4"",""-13.0000"""
"Detroit,""1990"",""8"",""-10.0000"""
"Detroit,""1990"",""9"",""-9.0000"""
"Detroit,""1990"",""12"",""-21.0000"""
"Detroit,""1991"",""3"",""13.0000"""
"Detroit,""1991"",""6"",""-4.0000"""
"Detroit,""1991"",""8"",""5.0000"""
"Detroit,""1992"",""1"",""-10.0000"""
"Detroit,""1992"",""3"",""-7.0000"""
"Detroit,""1992"",""4"",""-4.0000"""
"Detroit,""1993"",""3"",""4.0000"""
"Detroit,""1993"",""4"",""-4.0000"""
"Detroit,""1993"",""7"",""-3.0000"""
"Detroit,""1993"",""8"",""4.0000"""
"Detroit,""1994"",""2"",""11.5000"""
"Detroit,""1994"",""5"",""18.0000"""
"Detroit,""1994"",""6"",""-3.0000"""
"Detroit,""1995"",""4"",""3.0000"""
"Detroit,""1995"",""5"",""7.0000"""
"Detroit,""1995"",""6"",""4.0000"""
"Detroit,""1995"",""8"",""4.0000"""
"Detroit,""1995"",""9"",""-12.0000"""
"Detroit,""1996"",""2"",""1.0000"""
"Detroit,""1996"",""4"",""91.0000"""
"Detroit,""1996"",""7"",""-5.0000"""
"Detroit,""1996"",""8"",""-3.0000"""
"Detroit,""1996"",""9"",""-10.0000"""
"Detroit,""1997"",""1"",""5.0000"""
"Detroit,""1997"",""2"",""-8.6667"""
"Detroit,""1997"",""4"",""-5.0000"""
"Detroit,""1997"",""5"",""14.0000"""
"Detroit,""1997"",""6"",""55.5000"""
"Detroit,""1997"",""7"",""15.0000"""
"Detroit,""1997"",""11"",""-2.6667"""
"Detroit,""1998"",""2"",""166.0000"""
"Detroit,""1998"",""3"",""170.0000"""
"Detroit,""1998"",""4"",""-8.5000"""
"Detroit,""1998"",""5"",""-14.0000"""
"Detroit,""1998"",""7"",""4.0000"""
"Detroit,""1998"",""8"",""45.5000"""
"Detroit,""1998"",""11"",""150.0000"""
"Detroit,""1999"",""2"",""-11.0000"""
"Detroit,""1999"",""5"",""10.0000"""
"Detroit,""1999"",""11"",""15.0000"""
"Detroit,""2000"",""2"",""0.5000"""
"Detroit,""2000"",""5"",""30.0000"""
"Detroit,""2001"",""7"",""-1.0000"""
"Detroit,""2002"",""1"",""-16.0000"""
"Detroit,""2002"",""6"",""14.0000"""
"Detroit,""2002"",""8"",""1.0000"""
"Detroit,""2002"",""9"",""-7.0000"""
"Detroit,""2002"",""10"",""13.0000"""
"Detroit,""2003"",""5"",""-19.0000"""
"Detroit,""2003"",""6"",""-9.5000"""
"Detroit,""2003"",""7"",""-1.0000"""
"Detroit,""2004"",""3"",""37.0000"""
"Detroit,""2004"",""8"",""7.0000"""
"Detroit,""2004"",""9"",""8.0000"""
"Detroit,""2004"",""10"",""35.0000"""
"Detroit,""2004"",""11"",""29.0000"""
"Detroit,""2005"",""3"",""0.0000"""
"Detroit,""2005"",""4"",""8.0000"""
"Detroit,""2005"",""8"",""49.0000"""
"Detroit,""2005"",""9"",""-12.0000"""
"Detroit,""2005"",""10"",""16.0000"""
"Detroit,""2005"",""11"",""11.0000"""
"Detroit,""2006"",""3"",""-9.0000"""
"Detroit,""2006"",""12"",""66.0000"""
"Detroit,""2007"",""1"",""59.0000"""
"Detroit,""2007"",""2"",""30.0000"""
"Detroit,""2007"",""4"",""1.0000"""
"Detroit,""2007"",""7"",""24.0000"""
"Detroit,""2008"",""3"",""30.0000"""
"Detroit,""2008"",""11"",""14.0000"""
"Eagle,""2006"",""7"",""480.0000"""
"El Paso,""1987"",""12"",""-7.0000"""
"El Paso,""1989"",""6"",""10.0000"""
"El Paso,""1990"",""11"",""-7.0000"""
"El Paso,""1991"",""10"",""8.0000"""
"El Paso,""1991"",""12"",""-7.0000"""
"El Paso,""1992"",""8"",""3.0000"""
"El Paso,""1994"",""3"",""-10.0000"""
"El Paso,""1994"",""7"",""-2.0000"""
"El Paso,""1998"",""3"",""5.0000"""
"El Paso,""1998"",""7"",""5.0000"""
"El Paso,""1999"",""7"",""0.0000"""
"El Paso,""2000"",""4"",""-2.0000"""
"El Paso,""2000"",""9"",""0.0000"""
"El Paso,""2004"",""8"",""-3.0000"""
"El Paso,""2005"",""4"",""-9.0000"""
"El Paso,""2005"",""6"",""0.0000"""
"El Paso,""2005"",""11"",""-10.0000"""
"El Paso,""2006"",""3"",""10.0000"""
"El Paso,""2006"",""7"",""-1.0000"""
"El Paso,""2007"",""12"",""6.0000"""
"Elko,""2003"",""9"",""-13.0000"""
"Elko,""2006"",""3"",""-16.0000"""
"Erie,""1988"",""8"",""12.0000"""
"Erie,""1997"",""8"",""-3.0000"""
"Eugene,""1988"",""9"",""-6.0000"""
"Eugene,""1993"",""9"",""-7.0000"""
"Eugene,""1994"",""11"",""-1.0000"""
"Eugene,""2007"",""9"",""42.0000"""
"Eugene,""2007"",""10"",""18.0000"""
"Eugene,""2008"",""5"",""-4.0000"""
"Evansville,""2002"",""2"",""2.0000"""
"Fairbanks,""1988"",""4"",""-4.0000"""
"Fairbanks,""1991"",""6"",""9.0000"""
"Fairbanks,""1996"",""8"",""24.0000"""
"Fairbanks,""1997"",""1"",""32.0000"""
"Fairbanks,""2006"",""4"",""-14.0000"""
"Fairbanks,""2008"",""6"",""-23.0000"""
"Fayetteville,""1993"",""7"",""1.0000"""
"Fayetteville/Springdale/Rogers,""2002"",""7"",""-14.0000"""
"Fayetteville/Springdale/Rogers,""2004"",""3"",""-5.0000"""
"Fayetteville/Springdale/Rogers,""2005"",""10"",""-9.0000"""
"Fayetteville/Springdale/Rogers,""2006"",""2"",""41.0000"""
"Flint,""2000"",""5"",""4.0000"""
"Flint,""2007"",""7"",""-12.0000"""
"Fort Wayne,""1991"",""1"",""-12.0000"""
"Fort Wayne,""1993"",""7"",""-14.0000"""
"Fort Wayne,""1996"",""6"",""-1.0000"""
"Fort Wayne,""2000"",""6"",""17.0000"""
"Fort Wayne,""2004"",""5"",""0.0000"""
"Fort Wayne,""2007"",""6"",""-2.0000"""
"Fresno,""1994"",""2"",""-7.0000"""
"Fresno,""1998"",""1"",""0.0000"""
"Fresno,""2006"",""9"",""-3.0000"""
"Ft. Lauderdale,""1988"",""5"",""-5.0000"""
"Ft. Lauderdale,""1989"",""2"",""-5.0000"""
"Ft. Lauderdale,""1989"",""6"",""2.0000"""
"Ft. Lauderdale,""1989"",""9"",""1.0000"""
"Ft. Lauderdale,""1989"",""10"",""-9.0000"""
"Ft. Lauderdale,""1991"",""7"",""-2.0000"""
"Ft. Lauderdale,""1991"",""12"",""35.0000"""
"Ft. Lauderdale,""1993"",""1"",""306.0000"""
"Ft. Lauderdale,""1993"",""9"",""4.0000"""
"Ft. Lauderdale,""1994"",""3"",""1.0000"""
"Ft. Lauderdale,""1994"",""5"",""-4.0000"""
"Ft. Lauderdale,""1994"",""11"",""1.0000"""
"Ft. Lauderdale,""1995"",""2"",""10.0000"""
"Ft. Lauderdale,""1995"",""12"",""-4.0000"""
"Ft. Lauderdale,""1996"",""1"",""2.0000"""
"Ft. Lauderdale,""1996"",""2"",""-10.0000"""
"Ft. Lauderdale,""1997"",""4"",""58.0000"""
"Ft. Lauderdale,""1997"",""6"",""23.5000"""
"Ft. Lauderdale,""1999"",""2"",""1.0000"""
"Ft. Lauderdale,""2000"",""1"",""14.0000"""
"Ft. Lauderdale,""2000"",""7"",""44.0000"""
"Ft. Lauderdale,""2001"",""2"",""25.0000"""
"Ft. Lauderdale,""2001"",""6"",""-28.0000"""
"Ft. Lauderdale,""2003"",""2"",""2.0000"""
"Ft. Lauderdale,""2003"",""8"",""-10.0000"""
"Ft. Lauderdale,""2004"",""5"",""1.0000"""
"Ft. Lauderdale,""2004"",""11"",""-1.0000"""
"Ft. Lauderdale,""2005"",""2"",""1.0000"""
"Ft. Lauderdale,""2005"",""3"",""-42.0000"""
"Ft. Lauderdale,""2006"",""2"",""76.5000"""
"Ft. Lauderdale,""2007"",""2"",""-15.0000"""
"Ft. Lauderdale,""2007"",""4"",""5.0000"""
"Ft. Lauderdale,""2007"",""11"",""-4.0000"""
"Ft. Lauderdale,""2008"",""6"",""303.0000"""
"Ft. Lauderdale,""2008"",""7"",""4.0000"""
"Ft. Lauderdale,""2008"",""11"",""6.0000"""
"Ft. Myers,""1991"",""6"",""9.0000"""
"Ft. Myers,""1991"",""12"",""-1.0000"""
"Ft. Myers,""1992"",""8"",""4.0000"""
"Ft. Myers,""1994"",""2"",""-12.0000"""
"Ft. Myers,""1994"",""6"",""23.0000"""
"Ft. Myers,""2000"",""7"",""-12.0000"""
"Ft. Myers,""2003"",""7"",""272.0000"""
"Ft. Myers,""2004"",""4"",""21.0000"""
"Ft. Myers,""2007"",""2"",""-1.0000"""
"Ft. Myers,""2007"",""8"",""-11.0000"""
"Ft. Myers,""2008"",""3"",""-11.0000"""
"Ft. Myers,""2008"",""6"",""41.0000"""
"Ft. Myers,""2008"",""9"",""1.0000"""
"Ft. Myers,""2008"",""11"",""-10.0000"""
"Gainesville,""1990"",""12"",""-5.0000"""
"Gainesville,""2003"",""8"",""67.0000"""
"Gainesville,""2007"",""9"",""176.0000"""
"Grand Canyon,""1989"",""3"",""-3.0000"""
"Grand Forks,""1995"",""10"",""6.0000"""
"Grand Rapids,""1994"",""12"",""4.0000"""
"Grand Rapids,""1995"",""12"",""-4.0000"""
"Grand Rapids,""1998"",""8"",""0.0000"""
"Grand Rapids,""2003"",""12"",""-9.0000"""
"Grand Rapids,""2006"",""11"",""-10.0000"""
"Grand Rapids,""2008"",""11"",""-4.0000"""
"Great Falls,""1991"",""2"",""-6.0000"""
"Green Bay,""1988"",""9"",""-1.0000"""
"Green Bay,""1991"",""8"",""6.0000"""
"Greensboro,""1990"",""10"",""-4.0000"""
"Greensboro,""1994"",""12"",""-7.0000"""
"Greensboro,""1997"",""6"",""-16.0000"""
"Greensboro,""1998"",""5"",""17.0000"""
"Greensboro,""1999"",""5"",""-5.0000"""
"Greensboro,""2000"",""2"",""-11.0000"""
"Greensboro,""2001"",""5"",""-28.0000"""
"Greensboro,""2002"",""2"",""5.0000"""
"Greensboro,""2003"",""4"",""3.0000"""
"Greensboro,""2004"",""3"",""17.0000"""
"Greensboro,""2006"",""5"",""-13.0000"""
"Greensboro,""2006"",""8"",""-14.0000"""
"Greensboro,""2008"",""11"",""-13.0000"""
"Greer,""1989"",""2"",""55.0000"""
"Greer,""1993"",""7"",""8.0000"""
"Greer,""1996"",""1"",""-1.0000"""
"Greer,""1996"",""3"",""1.0000"""
"Greer,""1998"",""7"",""-20.0000"""
"Greer,""1999"",""12"",""-20.0000"""
"Greer,""2005"",""9"",""-7.0000"""
"Greer,""2006"",""4"",""-6.0000"""
"Greer,""2006"",""12"",""-22.0000"""
"Greer,""2007"",""2"",""150.0000"""
"Greer,""2008"",""7"",""3.0000"""
"Greer,""2008"",""8"",""-9.0000"""
"Gulfport-Biloxi,""2003"",""7"",""0.0000"""
"Gulfport-Biloxi,""2006"",""1"",""19.0000"""
"Gulfport-Biloxi,""2008"",""12"",""-2.0000"""
"Harlingen,""1989"",""4"",""3.0000"""
"Harlingen,""1996"",""3"",""-8.0000"""
"Harlingen,""2005"",""8"",""-2.0000"""
"Harlingen,""2007"",""7"",""-7.0000"""
"Harrisburg,""1989"",""7"",""-5.0000"""
"Harrisburg,""1990"",""6"",""-12.0000"""
"Harrisburg,""1991"",""9"",""2.0000"""
"Harrisburg,""1992"",""2"",""13.0000"""
"Harrisburg,""1992"",""8"",""3.0000"""
"Harrisburg,""1994"",""7"",""7.0000"""
"Harrisburg,""2004"",""3"",""10.0000"""
"Harrisburg,""2006"",""6"",""45.0000"""
"Hayden,""1993"",""12"",""1.0000"""
"Helena,""1989"",""9"",""24.0000"""
"Hilo,""2000"",""11"",""0.0000"""
"Hilo,""2003"",""11"",""-8.0000"""
"Hilo,""2006"",""10"",""0.0000"""
"Honolulu,""1988"",""8"",""-15.0000"""
"Honolulu,""1989"",""4"",""0.0000"""
"Honolulu,""1990"",""10"",""19.0000"""
"Honolulu,""1990"",""12"",""11.0000"""
"Honolulu,""1992"",""6"",""2.0000"""
"Honolulu,""1993"",""12"",""15.0000"""
"Honolulu,""1996"",""2"",""107.0000"""
"Honolulu,""1996"",""6"",""-2.0000"""
"Honolulu,""1996"",""7"",""-1.0000"""
"Honolulu,""1998"",""5"",""-6.0000"""
"Honolulu,""1999"",""1"",""-4.0000"""
"Honolulu,""1999"",""5"",""10.0000"""
"Honolulu,""2000"",""11"",""2.0000"""
"Honolulu,""2001"",""7"",""-2.0000"""
"Honolulu,""2003"",""1"",""-23.0000"""
"Honolulu,""2006"",""8"",""7.0000"""
"Honolulu,""2006"",""10"",""352.0000"""
"Honolulu,""2007"",""9"",""-6.0000"""
"Honolulu,""2007"",""11"",""25.0000"""
"Honolulu,""2008"",""1"",""-15.0000"""
"Honolulu,""2008"",""11"",""5.0000"""
"Houston,""1987"",""12"",""6.0000"""
"Houston,""1988"",""3"",""3.0000"""
"Houston,""1988"",""10"",""-1.0000"""
"Houston,""1988"",""12"",""10.0000"""
"Houston,""1989"",""5"",""24.0000"""
"Houston,""1989"",""8"",""-4.0000"""
"Houston,""1989"",""11"",""-2.0000"""
"Houston,""1990"",""1"",""-1.0000"""
"Houston,""1990"",""6"",""-6.0000"""
"Houston,""1990"",""7"",""2.5000"""
"Houston,""1990"",""10"",""0.0000"""
"Houston,""1991"",""7"",""5.5000"""
"Houston,""1991"",""11"",""13.0000"""
"Houston,""1992"",""3"",""-2.0000"""
"Houston,""1992"",""4"",""-4.0000"""
"Houston,""1992"",""10"",""12.0000"""
"Houston,""1992"",""11"",""5.0000"""
"Houston,""1993"",""3"",""-5.6667"""
"Houston,""1993"",""4"",""21.0000"""
"Houston,""1993"",""5"",""-6.0000"""
"Houston,""1993"",""7"",""10.0000"""
"Houston,""1993"",""9"",""-8.0000"""
"Houston,""1993"",""10"",""20.0000"""
"Houston,""1994"",""3"",""22.0000"""
"Houston,""1994"",""8"",""0.0000"""
"Houston,""1994"",""11"",""-2.0000"""
"Houston,""1994"",""12"",""8.0000"""
"Houston,""1995"",""4"",""-2.0000"""
"Houston,""1995"",""5"",""0.0000"""
"Houston,""1995"",""8"",""17.0000"""
"Houston,""1995"",""11"",""34.0000"""
"Houston,""1996"",""1"",""25.0000"""
"Houston,""1996"",""3"",""13.0000"""
"Houston,""1996"",""6"",""1.0000"""
"Houston,""1996"",""8"",""0.0000"""
"Houston,""1996"",""9"",""25.0000"""
"Houston,""1996"",""11"",""-1.5000"""
"Houston,""1996"",""12"",""8.0000"""
"Houston,""1997"",""4"",""8.0000"""
"Houston,""1997"",""6"",""1.5000"""
"Houston,""1997"",""8"",""-6.0000"""
"Houston,""1997"",""9"",""-2.0000"""
"Houston,""1997"",""10"",""12.0000"""
"Houston,""1998"",""1"",""6.0000"""
"Houston,""1998"",""2"",""3.0000"""
"Houston,""1998"",""6"",""-21.0000"""
